"Type","Question","Field","Year","Value","Label","Reversed"
"SelectOne","About how far is the one-way distance from your residence to your most visited Nebraska water body?","A8",2002,3,"21 to 40 miles",FALSE
"SelectOne","About how far is the one-way distance from your residence to your most visited Nebraska water body?","A8",2002,4,"41 to 60 miles",FALSE
"SelectOne","About how far is the one-way distance from your residence to your most visited Nebraska water body?","A8",2002,5,"61 to 100 miles",FALSE
"SelectOne","About how far is the one-way distance from your residence to your most visited Nebraska water body?","A8",2002,6,"101 to 250 miles",FALSE
"SelectOne","About how far is the one-way distance from your residence to your most visited Nebraska water body?","A8",2002,7,"251 to 500 miles",FALSE
"SelectOne","About how far is the one-way distance from your residence to your most visited Nebraska water body?","A8",2002,8,"Over 500 miles",FALSE
"SelectOne","About how far is the one-way distance from your residence to your most visited Nebraska water body?","A8",2002,999,"No Answer",FALSE
"SelectOne","About how far is the one-way distance from your residence to your most visited Nebraska water body?","A8",2012,1,"10 or less miles",FALSE
"SelectOne","About how far is the one-way distance from your residence to your most visited Nebraska water body?","A8",2012,2,"11 to 20 miles",FALSE
"SelectOne","About how far is the one-way distance from your residence to your most visited Nebraska water body?","A8",2012,3,"21 to 40 miles",FALSE
"SelectOne","About how far is the one-way distance from your residence to your most visited Nebraska water body?","A8",2012,4,"41 to 60 miles",FALSE
"SelectOne","About how far is the one-way distance from your residence to your most visited Nebraska water body?","A8",2012,5,"61 to 100 miles",FALSE
"SelectOne","About how far is the one-way distance from your residence to your most visited Nebraska water body?","A8",2012,6,"101 to 250 miles",FALSE
"SelectOne","About how far is the one-way distance from your residence to your most visited Nebraska water body?","A8",2012,7,"251 to 500 miles",FALSE
"SelectOne","About how far is the one-way distance from your residence to your most visited Nebraska water body?","A8",2012,8,"Over 500 miles",FALSE
"SelectOne","About how far is the one-way distance from your residence to your most visited Nebraska water body?","A8",2012,999,"No Answer",FALSE
"SelectOne","About how far is the one-way distance from your residence to your most visited Nebraska water body?","A8",2018,1,"10 or less miles",FALSE
"SelectOne","About how far is the one-way distance from your residence to your most visited Nebraska water body?","A8",2018,2,"11 to 20 miles",FALSE
"SelectOne","About how far is the one-way distance from your residence to your most visited Nebraska water body?","A8",2018,3,"21 to 40 miles",FALSE
"SelectOne","About how far is the one-way distance from your residence to your most visited Nebraska water body?","A8",2018,4,"41 to 60 miles",FALSE
"SelectOne","About how far is the one-way distance from your residence to your most visited Nebraska water body?","A8",2018,5,"61 to 100 miles",FALSE
"SelectOne","About how far is the one-way distance from your residence to your most visited Nebraska water body?","A8",2018,6,"101 to 250 miles",FALSE
"SelectOne","About how far is the one-way distance from your residence to your most visited Nebraska water body?","A8",2018,7,"251 to 500 miles",FALSE
"SelectOne","About how far is the one-way distance from your residence to your most visited Nebraska water body?","A8",2018,8,"Over 500 miles",FALSE
"SelectOne","About how far is the one-way distance from your residence to your most visited Nebraska water body?","A8",2018,999,"No Answer",FALSE
"SelectOne","About how far is the one-way distance from your residence to your most visited Nebraska water body?","A8",2025,1,"10 or fewer miles",FALSE
"SelectOne","About how far is the one-way distance from your residence to your most visited Nebraska water body?","A8",2025,2,"11 to 20 miles",FALSE
"SelectOne","About how far is the one-way distance from your residence to your most visited Nebraska water body?","A8",2025,3,"21 to 40 miles",FALSE
"SelectOne","About how far is the one-way distance from your residence to your most visited Nebraska water body?","A8",2025,4,"41 to 60 miles",FALSE
"SelectOne","About how far is the one-way distance from your residence to your most visited Nebraska water body?","A8",2025,5,"61 to 100 miles",FALSE
"SelectOne","About how far is the one-way distance from your residence to your most visited Nebraska water body?","A8",2025,6,"101 to 250 miles",FALSE
"SelectOne","About how far is the one-way distance from your residence to your most visited Nebraska water body?","A8",2025,7,"251 to 500 miles",FALSE
"SelectOne","About how far is the one-way distance from your residence to your most visited Nebraska water body?","A8",2025,8,"Over 500 miles",FALSE
"SelectOne","How satisfied were you with your fishing experiences in Nebraska during 2002?","A9",2002,1,"Very satisfied",FALSE
"SelectOne","How satisfied were you with your fishing experiences in Nebraska during 2002?","A9",2002,2,"Somewhat satisfied",FALSE
"SelectOne","How satisfied were you with your fishing experiences in Nebraska during 2002?","A9",2002,3,"Neutral",FALSE
"SelectOne","How satisfied were you with your fishing experiences in Nebraska during 2002?","A9",2002,4,"Somewhat dissatisfied",FALSE
"SelectOne","How satisfied were you with your fishing experiences in Nebraska during 2002?","A9",2002,5,"Very dissatisfied",FALSE
"SelectOne","How satisfied were you with your fishing experiences in Nebraska during 2002?","A9",2002,999,"No Answer",FALSE
"SelectOne","How satisfied were you with your fishing experiences in Nebraska during 2012?","A9",2012,1,"Very satisfied",FALSE
"SelectOne","How satisfied were you with your fishing experiences in Nebraska during 2012?","A9",2012,2,"Somewhat satisfied",FALSE
"SelectOne","How satisfied were you with your fishing experiences in Nebraska during 2012?","A9",2012,3,"Neutral",FALSE
"SelectOne","How satisfied were you with your fishing experiences in Nebraska during 2012?","A9",2012,4,"Somewhat dissatisfied",FALSE
"SelectOne","How satisfied were you with your fishing experiences in Nebraska during 2012?","A9",2012,5,"Very dissatisfied",FALSE
"SelectOne","How satisfied were you with your fishing experiences in Nebraska during 2012?","A9",2012,999,"No Answer",FALSE
"SelectOne","How satisfied were you with your fishing experiences in Nebraska during 2018?","A9",2018,1,"Very satisfied",FALSE
"SelectOne","How satisfied were you with your fishing experiences in Nebraska during 2018?","A9",2018,2,"Somewhat satisfied",FALSE
"SelectOne","How satisfied were you with your fishing experiences in Nebraska during 2018?","A9",2018,3,"Neutral",FALSE
"SelectOne","How satisfied were you with your fishing experiences in Nebraska during 2018?","A9",2018,4,"Somewhat dissatisfied",FALSE
"SelectOne","How satisfied were you with your fishing experiences in Nebraska during 2018?","A9",2018,5,"Very dissatisfied",FALSE
"SelectOne","How satisfied were you with your fishing experiences in Nebraska during 2018?","A9",2018,999,"No Answer",FALSE
"SelectOne","How satisfied were you with your fishing experiences in Nebraska during 2025?","A9",2025,1,"Very satisfied",FALSE
"SelectOne","How satisfied were you with your fishing experiences in Nebraska during 2025?","A9",2025,2,"Somewhat satisfied",FALSE
"SelectOne","How satisfied were you with your fishing experiences in Nebraska during 2025?","A9",2025,3,"Neutral",FALSE
"SelectOne","How satisfied were you with your fishing experiences in Nebraska during 2025?","A9",2025,4,"Somewhat dissatisfied",FALSE
"SelectOne","How satisfied were you with your fishing experiences in Nebraska during 2025?","A9",2025,5,"Very dissatisfied",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2002,1,"Striped bass",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2002,2,"Wiper",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2002,3,"White bass",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2002,4,"Largemouth bass",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2002,5,"Smallmouth bass",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2002,6,"Bluegill / Sunfish",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2002,7,"Crappie",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2002,8,"Yellow perch",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2002,9,"Walleye / Sauger",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2002,10,"Northern pike",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2002,11,"Muskellunge / Tiger musky",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2002,12,"Channel catfish",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2002,13,"Blue catfish",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2002,14,"Flathead catfish",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2002,15,"Bullhead",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2002,16,"Drum",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2002,17,"Sturgeon",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2002,18,"Carp",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2002,19,"Trout",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2002,20,"Paddlefish",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2002,21,"I fished for anything",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2002,22,"Other",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2002,999,"No Answer",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2012,1,"Striped bass",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2012,2,"Wiper",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2012,3,"White bass",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2012,4,"Largemouth bass",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2012,5,"Smallmouth bass",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2012,6,"Bluegill / Sunfish",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2012,7,"Crappie",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2012,8,"Yellow perch",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2012,9,"Walleye / Sauger",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2012,10,"Northern pike",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2012,11,"Muskellunge / Tiger musky",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2012,12,"Channel catfish",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2012,13,"Blue catfish",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2012,14,"Flathead catfish",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2012,15,"Bullhead",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2012,16,"Drum",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2012,17,"Sturgeon",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2012,18,"Common Carp",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2012,19,"Trout",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2012,20,"Paddlefish",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2012,21,"I fished for anything",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2012,22,"Other",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2012,23,"Asian Carp",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2012,999,"No Answer",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2018,1,"Striped bass",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2018,2,"Wiper",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2018,3,"White bass",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2018,4,"Largemouth bass",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2018,5,"Smallmouth bass",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2018,6,"Bluegill / Sunfish",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2018,7,"Crappie",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2018,8,"Yellow perch",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2018,9,"Walleye / Sauger",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2018,10,"Northern pike",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2018,11,"Muskellunge / Tiger musky",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2018,12,"Channel catfish",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2018,13,"Blue catfish",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2018,14,"Flathead catfish",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2018,15,"Bullhead",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2018,16,"Drum",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2018,17,"Sturgeon",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2018,18,"Common Carp",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2018,19,"Trout",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2018,20,"Paddlefish",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2018,21,"I fished for anything",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2018,22,"Other",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2018,23,"Asian Carp",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2018,999,"No Answer",FALSE
"SelectAll","Which type of fish do you prefer to fish for in Nebraska?","B1",2018,998,"Multiple Answers",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2025,1,"Striped bass",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2025,2,"Wiper",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2025,3,"White bass",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2025,4,"Largemouth bass",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2025,5,"Smallmouth bass",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2025,6,"Bluegill / Sunfish",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2025,7,"Crappie",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2025,8,"Yellow perch",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2025,9,"Walleye / Sauger",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2025,10,"Northern pike",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2025,11,"Muskellunge / Tiger musky",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2025,12,"Channel catfish",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2025,13,"Blue catfish",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2025,14,"Flathead catfish",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2025,15,"Bullhead",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2025,16,"Drum",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2025,17,"Sturgeon",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2025,18,"Common carp",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2025,23,"Invasive carp",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2025,19,"Trout",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2025,20,"Paddlefish",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2025,22,"Other",FALSE
"SelectOne","Which type of fish do you prefer to fish for in Nebraska?","B1",2025,21,"I do not prefer any particular type of fish",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2012?","B2aCarp",2012,0,"Unchecked",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2012?","B2aCarp",2012,1,"Asian Carp",FALSE
"SelectAll","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2aCarp",2025,0,"Unchecked",FALSE
"SelectAll","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2aCarp",2025,1,"Invasive Carp",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2aCarp_lrp",2018,0,"Unchecked",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2aCarp_lrp",2018,1,"Asian Carp",FALSE
"SelectAll","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2aCarp_lrp",2025,0,"Unchecked",FALSE
"SelectAll","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2aCarp_lrp",2025,1,"Invasive Carp",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2aCarp_no",2018,0,"Unchecked",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2aCarp_no",2018,1,"Asian Carp",FALSE
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2aCarp_no",2025,0,"Unchecked",FALSE
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2aCarp_no",2025,1,"Invasive Carp",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2aCarp_rsc",2018,0,"Unchecked",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2aCarp_rsc",2018,1,"Asian Carp",FALSE
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2aCarp_rsc",2025,0,"Unchecked",FALSE
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2aCarp_rsc",2025,1,"Invasive Carp",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2002?","B2any",2002,0,"Unchecked",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2002?","B2any",2002,1,"I fished for anything",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2012?","B2any",2012,0,"Unchecked",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2012?","B2any",2012,1,"I fished for anything",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2any_lrp",2018,0,"Unchecked",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2any_lrp",2018,1,"I fished for anything",FALSE
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2any_lrp",2025,0,"Unchecked",FALSE
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2any_lrp",2025,1,"I fished for anything",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2any_no",2018,0,"Unchecked",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2any_no",2018,1,"I fished for anything",FALSE
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2any_no",2025,0,"Unchecked",FALSE
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2any_no",2025,1,"I fished for anything",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2any_rsc",2018,0,"Unchecked",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2any_rsc",2018,1,"I fished for anything",FALSE
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2any_rsc",2025,0,"Unchecked",FALSE
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2any_rsc",2025,1,"I fished for anything",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2002?","B2bcf",2002,0,"Unchecked",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2002?","B2bcf",2002,1,"Blue catfish",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2012?","B2bcf",2012,0,"Unchecked",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2012?","B2bcf",2012,1,"Blue catfish",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2bcf_lrp",2018,0,"Unchecked",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2bcf_lrp",2018,1,"Blue catfish",FALSE
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2bcf_lrp",2025,0,"Unchecked",FALSE
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2bcf_lrp",2025,1,"Blue catfish",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2bcf_no",2018,0,"Unchecked",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2bcf_no",2018,1,"Blue catfish",FALSE
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2bcf_no",2025,0,"Unchecked",FALSE
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2bcf_no",2025,1,"Blue catfish",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2bcf_rsc",2018,0,"Unchecked",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2bcf_rsc",2018,1,"Blue catfish",FALSE
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2bcf_rsc",2025,0,"Unchecked",FALSE
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2bcf_rsc",2025,1,"Blue catfish",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2002?","B2bh",2002,0,"Unchecked",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2002?","B2bh",2002,1,"Bullhead",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2012?","B2bh",2012,0,"Unchecked",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2012?","B2bh",2012,1,"Bullhead",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2bh_lrp",2018,0,"Unchecked",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2bh_lrp",2018,1,"Bullhead",FALSE
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2bh_lrp",2025,0,"Unchecked",FALSE
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2bh_lrp",2025,1,"Bullhead",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2bh_no",2018,0,"Unchecked",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2bh_no",2018,1,"Bullhead",FALSE
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2bh_no",2025,0,"Unchecked",FALSE
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2bh_no",2025,1,"Bullhead",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2bh_rsc",2018,0,"Unchecked",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2bh_rsc",2018,1,"Bullhead",FALSE
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2bh_rsc",2025,0,"Unchecked",FALSE
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2bh_rsc",2025,1,"Bullhead",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2002?","B2carp",2002,0,"Unchecked",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2002?","B2carp",2002,1,"Carp",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2012?","B2carp",2012,0,"Unchecked",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2012?","B2carp",2012,1,"Common Carp",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2carp_lrp",2018,0,"Unchecked",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2carp_lrp",2018,1,"Common Carp",FALSE
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2carp_lrp",2025,0,"Unchecked",FALSE
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2carp_lrp",2025,1,"Common Carp",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2carp_no",2018,0,"Unchecked",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2carp_no",2018,1,"Common Carp",FALSE
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2carp_no",2025,0,"Unchecked",FALSE
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2carp_no",2025,1,"Common Carp",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2carp_rsc",2018,0,"Unchecked",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2carp_rsc",2018,1,"Common Carp",FALSE
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2carp_rsc",2025,0,"Unchecked",FALSE
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2carp_rsc",2025,1,"Common Carp",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2002?","B2ccf",2002,0,"Unchecked",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2002?","B2ccf",2002,1,"Channel catfish",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2012?","B2ccf",2012,0,"Unchecked",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2012?","B2ccf",2012,1,"Channel catfish",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2ccf_lrp",2018,0,"Unchecked",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2ccf_lrp",2018,1,"Channel catfish",FALSE
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2ccf_lrp",2025,0,"Unchecked",FALSE
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2ccf_lrp",2025,1,"Channel catfish",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2ccf_no",2018,0,"Unchecked",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2ccf_no",2018,1,"Channel catfish",FALSE
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2ccf_no",2025,0,"Unchecked",FALSE
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2ccf_no",2025,1,"Channel catfish",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2ccf_rsc",2018,0,"Unchecked",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2ccf_rsc",2018,1,"Channel catfish",FALSE
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2ccf_rsc",2025,0,"Unchecked",FALSE
