ID,A1_2025,A2,A3_2025,A11,A12,A5,A13,A13a,A4pond,A4lr,A4sand,A4mo,A4plat,A4riv,A6bank,A6wade,A6boat,A6kayak,A6tube,A6craft,A6ice,A6othr,A7rod,A7fly,A7snag,A7sp,A7uw,A7arch,A7set,A7othr,Q11,A14pub,A14priv,A8,A9,A10,Q16,E7,Q18a,Q18b,Q18c,D4oga,D4tr,D4lrp,D4rsc,B1_2025,D4a_2025,D4b_2025,D4c_2025,D4d_2025,D4e_2025,D4f_2025,D4g_2025,D4h_2025,D4i_2025,D4j_2025,D4k_2025,D4l_2025,D4m_2025,C1jan_2025,C1feb_2025,C1mar_2025,C1apr_2025,C1may_2025,C1june_2025,C1july_2025,C1aug_2025,C1sept_2025,C1oct_2025,Q23_1,Q23_2,Q23_3,B2stb_no,B2stb_lrp,B2stb_rsc,B2wpr_no,B2wpr_lrp,B2wpr_rsc,B2whb_no,B2whb_lrp,B2whb_rsc,B2lmb_no,B2lmb_lrp,B2lmb_rsc,B2smb_no,B2smb_lrp,B2smb_rsc,B2sun_no,B2sun_lrp,B2sun_rsc,B2crp_no,B2crp_lrp,B2crp_rsc,B2ywp_no,B2ywp_lrp,B2ywp_rsc,B2wae_no,B2wae_lrp,B2wae_rsc,B2ntp_no,B2ntp_lrp,B2ntp_rsc,B2musk_no,B2musk_lrp,B2musk_rsc,B2ccf_no,B2ccf_lrp,B2ccf_rsc,B2bcf_no,B2bcf_lrp,B2bcf_rsc,B2fcf_no,B2fcf_lrp,B2fcf_rsc,B2bh_no,B2bh_lrp,B2bh_rsc,B2fwd_no,B2fwd_lrp,B2fwd_rsc,B2stur_no,B2stur_lrp,B2stur_rsc,B2carp_no,B2carp_lrp,B2carp_rsc,B2aCarp_no_2025,B2aCarp_lrp_2025,B2aCarp_rsc_2025,B2rbt_no,B2rbt_lrp,B2rbt_rsc,B2pdf_no,B2pdf_lrp,B2pdf_rsc,B2oth_no,B2oth_lrp,B2oth_rsc,B2any_no,B2any_lrp,B2any_rsc,B3stb,B3wpr,B3whb,B3lmb,B3smb,B3sun,B3crp,B3ywp,B3wae,B3ntp,B3musk,B3ccf,B3bcf,B3fcf,B3bh,B3fwd,B3stur,B3carp,B3aCarp_2025,B3rbt,B3pdf,B3oth,B3any,Q26,Q27,Q28_1,Q28_2,Q28_3,Q29_1,Q29_2,Q29_3,C2a,C2b,C2c,C2d,C2e,C2f,C2g,C2h,C2i,C2j,C2k,C2l,C2m,C2n,C2o,C2p,C2q,Q31_1,Q31_2,Q31_3,Q31_4,Q31_5,Q31_6,Q31_7,Q31_8,Q31_9,Q31_10,Q31_11,Q31_12,E1a,E1b,E1c,E1d,E1e,E1f,E1g,E1h,E1i,E1j,E1k,E1l,E1m,E1n,E1o,E1p,E2,Q34,Age,E8,F2,F3,Q38,mode,Source,Condition
197216,4,1, ,1,1,2, ,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,3,1, ,6,4,2,2,2, , ,1,2,2,2,2,10,3,3,4,3,4,3,2,4,3,2,2,2,4,12,12,5,7,6,6,6,6,5,3,6,6,6,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0, , ,4,5, , ,4, ,4,5,5,4, , , , , , , , , , , ,2, , , , , , , ,4,4,4,4,4,2,2,3,1,4,1,3,1,4,3,3,4,1,1,5,1,5,1,4,5,1,4,5,5,3,4,2,1,3,5,2,4,2,5,3,5,5,3,1,3,2,1981,45,68803,Many different types of fish. We usually always catch something taking my 8 & 10 yr old boys fishing,Limit Northern Pike at the refuge, ,2,8,2
197381,21,1, ,2,2,2, ,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1, ,4,4,1,2,2, , ,1,2,2,2,2, ,4,4,3,3,3,3,3,3,4,4,4,4,3, , , ,5,6,6,6,5, , ,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4, ,4, , , ,4, , , , , , ,1,2, , , , , , , ,4,4,4,3,3,4,4,3,1,2,3,2,2,2,4,2,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,2,3,3,3,4,4,3,3,3,3,2,1948,78,68840,"The Vast Amount OF Accessability, Good Fishing opportunities, And For Me As ""Old Guy"" (TT) The cost of permit. ""Thank you""! As An ""Old"" Coonhunter (With Hounds) Wish I was young enuff And Phisically Able To ""Release The Hounds""!","With Age, Bad Legs, And Loss Of Balance At Times Access To Fishing Spot Can Be A Challange. Definately cannot climb Rocks, Inclines, And Rougher Terrain As BeFore. Used my ""Deer Cart"" On several Trips. Ok! But still ""work""!","I'm A Very ""Lazy"" Fisherman. Basically Put Worm On Hook, Throw It Out, And Catch Whatever Bites. Use some Minnows At Times, Live Bait, And Cut Bait. Before My Wife Passed We Cleaned, And Ate All Our Fish. Have Started Catch And Release More Often.",2,8,1
197431,21,1, ,2, ,2, ,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1, ,2,2,5,2,1, , ,1,2, , , ,7,2,1,5, ,5,3, , , , , , , ,2, , , , , , , , , ,3,1, ,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5, , ,5, ,5, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , ,4, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1949,77,68502,Only in a boat,To many smalls being taken!!!,More audits on fish being taken from lakes,1,6,2
197432,21,1, ,2,1,2, ,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,4,4,2,2,1, , ,1,2,2,2, , ,4,3,4,4,4,3,4,3,3,4,3,3,3,12,12,12,12,3,4,3,3,12,12,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0, , , , , ,1,1, ,5, , ,1,1, , , , , , , , , , ,2, , , , , , , ,5,5,5,5,3,5,5,5,1,5,4,4,5,3,5,5,4,5,4,3,4,2,3,3,3,4,4,3,3,4,4,4,4,4,2,3,2,4,4,3,2,3,3,3,3,2,1953,73,68788, , , ,2,8,2
197536,7,1, ,2, ,1,1, ,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,2,4,2,3,1,1, , ,1,2,2,2,2,7,4,3,3,3,2,3,2,3,4,3,2,2,3,6,12,12,12,3,3,3,2,2,2,6,6,6,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0, , , ,3, ,3,3,3, , , , , , , , , , , , , , , ,1,10,4,2,2,4,2,2,3,4,3,4,4,3,2,3,1,3,2,2,2,3,3,4,4,4,5,4,4,3,4,3,3,2,3,3,3,3,4,4,3,4,4,2,4,2,4,2,4,4,3,4,3,2,1998,28,68713, , , ,2,8,2
197587,4,1, ,2, ,2, ,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,2, ,2,4,2,1, , ,1,2,2,2,2,12,3,3,2,3,5,4,3,4,3,3,2,2,4, , , ,9,9,9,9,9,3,3,2,5,5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,5,5,5,4,5,5,4,5,1,5,5,4,4,5,5,5,5,5,3,3,4,1,5,5,2,1,1,3,4,2,3,2,5,5,1,4,3,5,3,2,2,5,3,4,5,2,1973,53,68319,When there is lots of fish in the river or lake to catch.,more fish that means stock more of the lakes., ,2,8,2
197851,21,2, , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1,4,2,1,4,3,4,1, , , , , , , , ,4,5,5,4,2,1,3,2,3,3,4,4,5,3,2,2,3,4,5,5,4,3,4,4,3, ,3,4,2,1954,72,69130, , , ,2,8,2
198246,7,1, ,2, ,1, ,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1, ,2,2,3,2,1, , ,1,2,2,2,2, ,3,1,4,4,5,4,4,2,3,4,4,4,2,12,12,12,12, , ,12,12,12,12,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,4,3,3,3,4,3,3,3,1,3,3,3,2,2,1,3,3,3,4,5,4,3,3,4,4,3,3,4,3,3,4,3,1,2,4,3,4,3,4,4,4,4,3,2,3,2,1957,69,69343,getting out for the day, , ,2,8,2
198296,4,1, ,2, ,2, ,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1, ,4,4,3,2,1, , ,1,2,2,2,2,4,3,2,4,4,4,4,2,3,2,4,3,4,3, , , , , ,8, , , , ,6, , ,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0, , , ,5, ,5,5, , ,5, , , , , , , , , , , ,5,5,2, , , , , , , ,3,2,3,2,3,3,3,3,1,4,1,2,2,3,4,3,3,3,2,4,2,4,3,2,4,3,5,5,5,5,3,2,1,3,4,2,4,2,3,4,4,3,2,4,2,2,1970,56,68801,Being outdoors,Monitor and restock highky fished lakes like the interstate lakes.  Even tho they have size limits .  It seem like they get fished dry. Just my thoughts.,"Kansas puts out fishing reports every so often on their lakes   . When fish and species are active ,ocasional  size reference. This would be handy for those who dont go often  to"" test the waters """,1,6,2
198520,3,1, ,2, ,1, ,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,6,6,1,2,1, , ,1,2,2,1,2,5,5,3,4,4,4,2,2,3,4,4,4,3,2,12,12,12,2,5,6,6,6,6,5,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0, , , , ,5, , , ,5, , , , , , , , , , ,5, , , ,2, , , , , , , ,5,5,5,3,4,5,3,4,1,4,1,4,2,2,4,4,5,2,4,3,2,4,3,3,4,2,5,5,4,4,3,2, ,4,5,2,2,1,4,3,5,2,3,2,3,1,1979,47,68507, ,Improve water quality in Lancaster County & surrounding lakes. I live in Lancaster County but do not fish local lakes due to the poor water quality. I travel to Northeastern & Northwestern NE to fish., ,2,8,1
198574,4,1, ,2,2,2, ,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,1,1,7,2,5,2,1, , ,1,2,2,2,1, ,1,1,4,2, ,2, , , , ,1,1,5, , , , , , , ,3,2,1, , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,There is no simple way to put it. How do you stop farmers to useing Roundup & anhydros. I find parasites in all the fish I catch. Fishing no longer exists,"Who is the fucking idiot that let's people out of state hunt??? People with money are not welcome, they will be delt with. We don't care about there money. I will countinue to hunt. But I'm not paying a dime to fucking idiots",2,8,1
198802,10,1, ,2, ,2, ,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,3,3,1,2,1, , ,1,1,2,1,1,5,4,3,3,5,4, , , ,4,4,4,4,2, , , , , , , , , , ,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,5,5,5,5,5, ,5, , ,5,5,5,5, , , , , , , ,5,2, , , , , , , ,5,2,4,1,1,5,1,2,1,2,1,1,2,3,1,1,2,4,5,4,3,2,3,2,5,4,2,4,3,5,3,2,1,4,5,5,3,1,3,2,5,4,3,1,1,2,1949,77,69101,Being able to go., , ,2,8,1
199042,10,1, ,2,2,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,2,4,4,3,2,2, , ,1,2,2,2,2,9,4,2,4,4,3,3,3,3,4,4,4,4,4,12,12,12,2,12,1,1,12,12,12,3,3,3,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0, , , ,5, ,5,5,5,2,5, , , , , , , , , , , , , ,2, , , , , , , ,4,4,4,2,2,3,1,3,1,2,1,2,2,1,4,4,4,3,4,4,3,3,2,3,3,2,4,4,4,4,3,3,2,4,4,2,3,3,3,2,4,3,4,3,4,2,1981,45,69301,Peace, , ,2,8,1
199437,4,1, ,2,2,1, ,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,2,7, ,1,2,1, , ,1,2,2,2,2, ,4,3,4,4,4,3,3,2,3,4,4,4,3,12,12,12,12,4,7,5,5,6,5,4,4,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,5,5,5,5, , , , , , , , , , , , , , , , ,2, , , , , , , ,4,4,4,1,4,4,4,5,1,3,1,4,4,1,4,4,4,3,3,3,2,3,2,3,4,2,3,4,4,3,2,2,2,2,5,3,3,2,3,3,4,2,2,2,3,2,1957,69,68130, ,I do not have any specific suggestions. I fish with my grandsons when they come to visit. They love fishing. I always catch and release. As much as possible I use debarbed hooks.,"I used to fly fish quite a bit, but life got busy and it got away from me. I am retired so I want to get back to fly fishing. I also want to find other locations to do this.",2,8,2
199445,5,1, ,2, ,2, ,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,1,4,4,2, ,1,0,0,1,2,2,2,2, ,5,3,4,4,4,4,2,4,3,2,3,2,4,12,12,6,7,8,11,11,11,11,10,3,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,1, ,1,2, , , , ,4, , ,5, , , , , , , , ,2, , , , , , , ,5,5,5,5,5,5,5,5,3,5,5,5,5,5,4,5,5,2,4,4,4,3,2,5,5,2,3,4,4,4,5,4,2,5,5,1,4,5,4,4,4,5,4,3,3,2,1966,60,68505,The freedom & Ponds,Try to dr, ,2,8,1
199533,7,1, ,2,2,1, ,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,2,2,5,2,2, , ,1,2,2,2,2,14,2, ,1,1,3,5,5,2,4,4,2,3,3,12,12,12,12,12,5,5,5,1,12,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0, , , , , ,2,2, , , , ,2, ,5, , , , , , , , , ,2, , , , , , , ,4,4,4,4,4,4,3,3,1,3,4,4,2,4,4,4,4,3,3,3,3,3,2,3,3,2,2,4,3,4,3,3,3,2,3,2,3,4,3,4,4,2,2,2,2,2,1962,64,68320,"Easy Access,","Find a way to cut the population of Blue Catfish, in the Missouri River, I think they have ruined the flathead population, should be no limits on the Blue Cat!","I think the Asian people who take more fish then allowed should face stiffer fines, and more oversight, I have seen them with well over 40 Bluegill in one bucket and only 2 fisherman.",2,8,1
199682,21,1, ,2, ,2, ,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1, ,3,3,5,2,1, , ,1,2,2,2,2,9,1,2,3,3,3,4,4,3,3,3,1,3,3,12,12,12,3,6,9,10,10,5,12,1,6,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2, , , , , , , ,3,3,3,3,4,3,3,3,1,3,2,3,3,2,3,4,3,3,3,3,3,3,3,2,4,4,3,3, ,2,3,4,3,3,2,4,3,3,2,2,2,3,4,3,4,2,1956,70,68879,Beauty,Better stocking rates at Calamus,Calamus has poor fishing,1,6,1
199861,9,1, ,2, ,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,2,6,6,4,1,1,1,0, ,2,2,2,2,9,2,2,2,5,3,4,3,3,2,4,2,4,2,12,12,12,12,6,4,3,2,2,12,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0, ,3,3, , , ,3, ,3, , , , , , , , , , , , , ,5,2, , , , , , , ,3,3,3,4,3,5,4,3,1,5,3,3,3,4,4,4,4,4,4,4,4,2,2,5,5,2,2,3,4,2,3,4,3,5,3,5,4,4,3,1,3,4,4,4,5,2,1976,50,68822,"Relaxing, close proximity, ability to have cabin sites close or on the water","Really dont know.  Our fishing used to be significantly better.  The reservoir has been nicknamed the dead sea the last few years.  Walleye, wipers, white bass, etc all significantly poorer than even 5 years ago.",Disappointed with park employees and supervision last few years.  Seems they like to create their own rules and regulations and have a tendency to hassle lake visitors more than make the experience better for those that use the lakes.,1,1,2
200093,7,1, ,2, ,1, ,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,3,3,1,2,1, , ,1,2,2,2,2, ,4,3,4,4,3,2,3,2,4,4,4,4,3, , , ,3,5,6,3,12,12,12,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , ,3, ,3, , ,3, , , , , , , , , , , ,2, , , , , , , ,4,3,3,3,3,3,2,3,1,2,4,1,2,1,4,4,3,1,4,5,3,3,3,3,5,3,5,4,5,4,3,2,1,2,3,2,3,5,3,3,3,2,3,3,4,2,1969,57,68348,Favorite Places are close to home, , ,2,8,2
200215,21,2,1,2, ,1, ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,4,3,2,2,3,2,2,1,1,2,2,2,2,2,3,4,3,4,4,3,3,3,2,2,3,3,4,4,3,3,2,1,3,4,4,3,4,3,2,4,3,4,3,4,2,1954,72,69033,The amount of fishing opportunitis availabe within 1 or 2 hours driving, , ,2,8,2
200520,8,2,3,1,1,2, ,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,2,1,7,4,2,1, , ,1,2,2,2,2,9,2,2,4,4,4,5,2,4,2,2,2,4,4,5,5,3,3,4,12,12,12,12,12,3,3,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,4,5, , ,4, ,4, , ,4, , , , , , , , , , , ,1,12, ,2, , ,2, ,4,4,3,2,2,2,2,3,2,4,3,3,2,3,2,3,4,2,4,1,1,2,2,3,5,2,4,5,4,2,4,5,1,4,2,4,4,2,5,1,2,4,3,3,4,2,1968,58,68134,We need to spend money on stocking fish and taking care of lakes instead of building big fancy walking trails around lake.,Stock more fish,I like South Dakota fishing because they stock lakes much better,2,8,2
201157,7,1, ,1,2,2, ,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,4,4,3,1,1, , ,1,2,2,2,2,9,3,2,2,2,2,3,3,4,3,3,3,3,3, , , , , ,2,2,1, , ,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2
201251,10,1, ,1,1,2, ,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,3,1, ,4,4,4,2,1, , ,1,2,2,2,2, ,2,3,4,4,4,4,4,5,3,4,2,4,3,12,3,12,4,12,7,7,12,12,12,2,2,2,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0, , , , , , ,3,3,3, , , , , , , , , , , , , , ,1,5,3,3,3,5,5,5,5,3,5,5,3,3,3,2,1,3,3,4,3,1,3,3,5,4,5,4,3,4,3,3,4,3,2,5,4,4,3,3,2,3,3,3,3,4,2,3,4,3,3,2,3,2,1963,63,68046,Its Home so I would rather fish in Nebraska than South Dakota But to be honest SD seems to have Better fish managment & Stockig managment.,Stock a higher quantity of fish when you do stock fish ALOT more. need Better Perch oportunities. I think Perch should Be stocked heavily in all area Omaha Lakes.,Keep up the Good work.,2,8,2
201437,3,1, ,2, ,2, ,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,4,4,4,2,1, , ,1,2,2,2,2,12,3,4,4,4,4,5,2,3,2,3,3,3,3,12,12,2,2,6,6,6,6,3,12,4,3,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,5,5,4,4,5,5,4, ,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,2, , , , , , , ,5,5,4,2,3,3,2,5,1,3,2,3,3,2,3,2,4,4,5,4,4,2,3,1,2,3,2,4,3,4,4,3,2,4,3,5,4,2,3,3,4,4,4,3,4,2,1990,36,68133,Being outside.,Easier access to shoreline. Better parlay. Enforcement to prevent over-harvesting and fishing without a license., ,2,8,1
201481,7,1, ,1,1,1, ,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,4,4,1,2,1, , ,1, , ,1, ,20,4,2,4,4,3,3,4,3,4,4,4,4,3,12,12,12,12,12,12,1,1,12,12, ,6,6,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0, , , ,5, , , , , , , , , , , , , , , ,4, , , ,2, , , , , , , ,4,3,3,1,1,3,1,1,1,1,2,1,1,1,2,2,2,3,4,3,3,3,3,2,2,3,3,2,2,4,3,3,2,3,4,4,3,4,3,3,4,4,3,3,4,2,1952,74,68745,the chance to be out fishing whenever I feel like it, , ,2,8,1
